src_ip,dst_ip,src_port,dst_port,protocol,duration,total_packets,total_bytes,min_packet_size,max_packet_size,avg_packet_size,std_packet_size,syn_count,ack_count,fin_count,rst_count,psh_count,urg_count,packets_per_second,bytes_per_second,bytes_per_packet,forward_packets,backward_packets,forward_bytes,backward_bytes,forward_backward_ratio,avg_iat,std_iat,min_iat,max_iat,syn_ack_ratio,is_port_22,is_port_6200,is_ftp_port,is_ftp_data_port,label
192.168.113.129,192.168.113.130,48036,22,TCP,0.007447004318237305,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1745.6683848247158,438297.04677445174,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.000620583693186442,0.0010551235227036918,7.152557373046875e-06,0.004040956497192383,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,47828,22,TCP,0.007272005081176758,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1787.6775187698763,448844.57086652896,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0006060004234313965,0.0011984732910631536,4.1961669921875e-05,0.0045468807220458984,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,60002,21,TCP,0.00988006591796875,31,2435,66,124,78.54838709677419,14.546563078560625,2,30,2,0,21,0,3137.630888030888,246455.84555984556,78.54838709677419,14,17,987,1448,0.8235294117647058,0.0003293355305989583,0.00040724363656594905,9.5367431640625e-07,0.0016989707946777344,0.06666666666666667,0,0,1,0,0
10.0.2.4,10.0.2.5,33999,22,TCP,1063.931505203247,52,10902,66,1602,209.65384615384616,340.8777067318213,4,50,4,0,26,0,0.04887532679095374,10.24690024374957,209.65384615384616,26,26,5542,5360,1.0,20.861402062808764,147.0028781020739,9.5367431640625e-07,1060.3261439800262,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,51868,21,TCP,0.010172128677368164,44,3545,66,124,80.56818181818181,16.03036568413029,2,43,2,0,31,0,4325.544966600258,348501.29333177075,80.56818181818181,21,23,1477,2068,0.9130434782608695,0.00023656113203181776,0.00027557406284505154,1.9073486328125e-06,0.0017321109771728516,0.046511627906976744,0,0,1,0,0
10.0.2.4,10.0.2.5,46763,22,TCP,296.00269412994385,52,10902,66,1602,209.65384615384616,340.8777067318213,4,50,4,0,26,0,0.17567407672705923,36.83074585535384,209.65384615384616,26,26,5542,5360,1.0,5.803974394704781,40.397974700647914,9.5367431640625e-07,291.4453899860382,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,45632,22,TCP,0.006471872329711914,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2008.6922821882483,504336.2776201879,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0005393226941426595,0.0009426077378629629,2.86102294921875e-06,0.0036089420318603516,0.16666666666666666,1,0,0,0,0
10.0.2.4,10.0.2.5,40535,22,TCP,1756.312658071518,52,10902,66,1602,209.65384615384616,340.8777067318213,4,50,4,0,26,0,0.029607484613301996,6.207323024119584,209.65384615384616,26,26,5542,5360,1.0,34.43750309944153,242.9124683031904,0.0,1752.0858659744263,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,48450,21,TCP,0.009186983108520508,33,2630,66,124,79.6969696969697,14.70206097381825,2,32,2,0,23,0,3592.0388238652586,286274.60929592815,79.6969696969697,15,18,1064,1566,0.8333333333333334,0.00028709322214126587,0.000341773226017089,0.0,0.0016360282897949219,0.0625,0,0,1,0,0
192.168.113.129,192.168.113.130,32851,6200,TCP,9.825430870056152,19,1406,66,92,74.0,10.042016991777992,2,18,2,0,7,0,1.9337574353002815,143.09805021222084,74.0,11,8,808,598,1.375,0.5458572705586752,1.4031492594983606,1.5974044799804688e-05,5.206990003585815,0.1111111111111111,0,1,0,0,1
192.168.113.129,192.168.113.130,39904,21,TCP,0.007570028305053711,33,2630,66,124,79.6969696969697,14.70206097381825,2,32,2,0,23,0,4359.296778054235,347422.743220686,79.6969696969697,15,18,1064,1566,0.8333333333333334,0.00023656338453292847,0.00029389365703388795,1.9073486328125e-06,0.0016808509826660156,0.0625,0,0,1,0,0
192.168.113.129,192.168.113.130,39080,21,TCP,0.007195949554443359,29,2289,66,124,78.93103448275862,14.954946210910446,2,28,2,0,19,0,4030.0449274401963,318095.6151348486,78.93103448275862,13,16,916,1373,0.8125,0.0002569981983729771,0.0003432646340357739,1.9073486328125e-06,0.0018050670623779297,0.07142857142857142,0,0,1,0,0
192.168.113.129,192.168.113.130,40311,6200,TCP,9.824985980987549,19,1390,66,90,73.15789473684211,8.986909531996417,2,18,2,0,7,0,1.9338449985340573,141.47602884012315,73.15789473684211,11,8,800,590,1.375,0.5458325544993082,1.4033042062984749,1.3113021850585938e-05,5.20862889289856,0.1111111111111111,0,1,0,0,1
192.168.113.129,192.168.113.130,34446,22,TCP,0.005616903305053711,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2314.442548495267,581103.113714504,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0004680752754211426,0.000710456090097137,4.100799560546875e-05,0.0027468204498291016,0.16666666666666666,1,0,0,0,0
10.0.2.4,10.0.2.5,34361,22,TCP,1.9399099349975586,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,13.402684078749626,2809.9242658947774,209.65384615384616,13,13,2771,2680,1.0,0.07759639739990234,0.35994811748649913,1.3113021850585938e-05,1.8403160572052002,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,35108,22,TCP,0.004639863967895508,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2801.806279225117,703468.8996454447,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.000386655330657959,0.0006292024562990571,4.100799560546875e-05,0.0024139881134033203,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,47728,21,TCP,0.0068089962005615234,31,2435,66,124,78.54838709677419,14.546563078560625,2,30,2,0,21,0,4552.8003081340385,357615.12097762525,78.54838709677419,14,17,987,1448,0.8235294117647058,0.00022696654001871746,0.00025097017837146445,9.5367431640625e-07,0.0013151168823242188,0.06666666666666667,0,0,1,0,0
192.168.113.129,192.168.113.130,46654,22,TCP,0.004781007766723633,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2719.0920061836136,682701.2544756396,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.00039841731389363605,0.0006334220680068761,2.86102294921875e-06,0.002424955368041992,0.16666666666666666,1,0,0,0,0
10.0.2.4,10.0.2.5,36249,22,TCP,1.129150152206421,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,23.02616702410621,4827.52447878473,209.65384615384616,13,13,2771,2680,1.0,0.045166006088256834,0.19930294146744307,1.0967254638671875e-05,1.0201518535614014,0.08,1,0,0,0,2
10.0.2.4,10.0.2.5,42863,22,TCP,2.499293088912964,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,10.402941581896814,2181.0167139584432,209.65384615384616,13,13,2771,2680,1.0,0.09997172355651855,0.4636415867339328,2.7894973754882812e-05,2.3707268238067627,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,34853,21,TCP,9.836441993713379,19,1331,54,100,70.05263157894737,11.95814491954741,2,14,2,4,7,0,1.931592745846841,135.31315498537606,70.05263157894737,10,9,643,688,1.1111111111111112,0.5464689996507432,2.2422228805746376,9.5367431640625e-07,9.791325092315674,0.14285714285714285,0,0,1,0,1
192.168.113.129,192.168.113.130,47838,22,TCP,0.0070650577545166016,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1840.041575270813,461991.97705261025,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0005887548128763834,0.0011183806503611365,4.8160552978515625e-05,0.004263877868652344,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,44670,21,TCP,0.007133960723876953,33,2610,66,124,79.0909090909091,14.674991376516253,2,32,2,0,23,0,4625.761379586926,365855.6727491478,79.0909090909091,15,18,1060,1550,0.8333333333333334,0.00022293627262115479,0.000273801310429313,1.9073486328125e-06,0.0014638900756835938,0.0625,0,0,1,0,0
192.168.113.129,192.168.113.130,45453,6200,TCP,0.00026798248291015625,2,134,60,74,67.0,7.0,1,1,0,1,0,0,7463.174377224199,500032.6832740214,67.0,1,1,74,60,1.0,0.00026798248291015625,0.0,0.00026798248291015625,0.00026798248291015625,1.0,0,1,0,0,1
192.168.113.129,192.168.113.130,34721,6200,TCP,9.827717065811157,19,1412,66,95,74.3157894736842,10.55837224086797,2,18,2,0,7,0,1.933307590437005,143.67527987879214,74.3157894736842,11,8,811,601,1.375,0.5459842814339532,1.4029876803177954,2.09808349609375e-05,5.209100008010864,0.1111111111111111,0,1,0,0,1
10.0.2.4,10.0.2.5,35717,22,TCP,2.1104631423950195,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,12.319570750946347,2582.8453909003288,209.65384615384616,13,13,2771,2680,1.0,0.08441852569580079,0.3874574187788388,1.811981201171875e-05,1.9817938804626465,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,36846,21,TCP,0.011878013610839844,29,2289,66,124,78.93103448275862,14.954946210910446,2,28,2,0,19,0,2441.4856684062624,192708.9894821357,78.93103448275862,13,16,916,1373,0.8125,0.0004242147718157087,0.0004521467430957333,9.5367431640625e-07,0.0020890235900878906,0.07142857142857142,0,0,1,0,0
192.168.113.129,192.168.113.130,36574,21,TCP,0.011651039123535156,43,3479,66,124,80.90697674418605,16.059213038566487,2,42,2,0,31,0,3690.6579356634197,298599.975771466,80.90697674418605,20,23,1411,2068,0.8695652173913043,0.00027740569341750375,0.00031050089395740556,0.0,0.0018367767333984375,0.047619047619047616,0,0,1,0,0
192.168.113.129,192.168.113.130,37918,22,TCP,0.004575014114379883,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2841.521288238053,713440.421908385,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.00038125117619832355,0.0006564057331928882,2.288818359375e-05,0.0025191307067871094,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,47062,22,TCP,0.005168914794921875,14,3330,66,1602,237.85714285714286,427.87345544863035,2,13,2,0,4,0,2708.49889298893,644235.8081180812,237.85714285714286,7,7,2038,1292,1.0,0.00039760883037860575,0.000644525151071586,1.71661376953125e-05,0.0025107860565185547,0.15384615384615385,1,0,0,0,0
192.168.113.129,192.168.113.130,56602,22,TCP,0.006529092788696289,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1991.0882599963484,499916.3138944678,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0005440910657246908,0.0007752922423211868,6.9141387939453125e-06,0.003010988235473633,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,45317,6200,TCP,0.0003349781036376953,2,134,60,74,67.0,7.0,1,1,0,1,0,0,5970.53950177936,400026.14661921706,67.0,1,1,74,60,1.0,0.0003349781036376953,0.0,0.0003349781036376953,0.0003349781036376953,1.0,0,1,0,0,1
192.168.113.129,192.168.113.130,45871,21,TCP,9.83166217803955,19,1332,54,100,70.10526315789474,12.030202067000088,2,14,2,4,7,0,1.9325318197404369,135.4806517839085,70.10526315789474,10,9,644,688,1.1111111111111112,0.5462034543355306,2.241583427756223,9.5367431640625e-07,9.78842306137085,0.14285714285714285,0,0,1,0,1
192.168.113.129,192.168.113.130,38599,6200,TCP,9.827584028244019,19,1386,66,90,72.94736842105263,8.810721245406981,2,18,2,0,7,0,1.9333337619291664,141.03161021230656,72.94736842105263,11,8,798,588,1.375,0.545976890458001,1.4041851023362124,1.5020370483398438e-05,5.20890998840332,0.1111111111111111,0,1,0,0,1
192.168.113.129,192.168.113.130,40129,21,TCP,9.832783937454224,19,1331,54,100,70.05263157894737,11.966944314765025,2,14,2,4,7,0,1.9323113495484,135.36349506573265,70.05263157894737,10,9,643,688,1.1111111111111112,0.5462657743030124,2.2418301667942124,9.5367431640625e-07,9.78950309753418,0.14285714285714285,0,0,1,0,1
192.168.113.129,192.168.113.130,51856,21,TCP,0.007484912872314453,31,2435,66,124,78.54838709677419,14.546563078560625,2,30,2,0,21,0,4141.664776708925,325321.0881060075,78.54838709677419,14,17,987,1448,0.8235294117647058,0.0002494970957438151,0.00028450693758382337,9.5367431640625e-07,0.001508951187133789,0.06666666666666667,0,0,1,0,0
192.168.113.129,192.168.113.130,36121,21,TCP,9.833925008773804,17,1209,54,100,71.11764705882354,11.900975505944023,2,13,2,3,7,0,1.728709542205441,122.94175508978695,71.11764705882354,9,8,587,622,1.125,0.6146203130483627,2.368242177870158,2.86102294921875e-06,9.786710023880005,0.15384615384615385,0,0,1,0,1
10.0.2.4,10.0.2.5,35435,22,TCP,2.229511022567749,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,11.661749924903063,2444.930724640254,209.65384615384616,13,13,2771,2680,1.0,0.08918044090270996,0.40897895131561696,3.0994415283203125e-05,2.092038869857788,0.08,1,0,0,0,2
10.0.2.4,10.0.2.5,36207,22,TCP,2.3058531284332275,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,11.275653110511156,2363.9840425152424,209.65384615384616,13,13,2771,2680,1.0,0.0922341251373291,0.42846240133009833,1.1920928955078125e-05,2.1906700134277344,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,51156,22,TCP,0.007922887802124023,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1640.8158647046432,411970.9986458427,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.000660240650177002,0.0012248402287453688,6.9141387939453125e-06,0.004664897918701172,0.16666666666666666,1,0,0,0,0
192.168.113.129,192.168.113.130,52088,21,TCP,0.006446123123168945,29,2289,66,124,78.93103448275862,14.954946210910446,2,28,2,0,19,0,4498.828124422088,355097.1578207641,78.93103448275862,13,16,916,1373,0.8125,0.00023021868297031948,0.0003075122554610539,1.9073486328125e-06,0.0016560554504394531,0.07142857142857142,0,0,1,0,0
192.168.113.129,192.168.113.130,42829,6200,TCP,9.825725078582764,19,1390,66,90,73.15789473684211,8.986909531996417,2,18,2,0,7,0,1.9336995334231872,141.46538691885422,73.15789473684211,11,8,800,590,1.375,0.5458736154768202,1.40351674278643,1.4781951904296875e-05,5.207501173019409,0.1111111111111111,0,1,0,0,1
192.168.113.129,192.168.113.130,55086,21,TCP,0.007971048355102539,33,2630,66,124,79.6969696969697,14.70206097381825,2,32,2,0,23,0,4139.982412586367,329944.05288188317,79.6969696969697,15,18,1064,1566,0.8333333333333334,0.00024909526109695435,0.00028713493041357467,9.5367431640625e-07,0.0014760494232177734,0.0625,0,0,1,0,0
192.168.113.129,192.168.113.130,55610,22,TCP,0.004823923110961914,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,2694.9019917955816,676627.700093906,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0004019935925801595,0.0006063007862899759,5.1975250244140625e-05,0.0023338794708251953,0.16666666666666666,1,0,0,0,0
10.0.2.4,10.0.2.5,46003,22,TCP,1.957279920578003,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,13.283741240405694,2784.987442363517,209.65384615384616,13,13,2771,2680,1.0,0.07829119682312012,0.36188480528935973,1.0967254638671875e-05,1.8503870964050293,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,45417,6200,TCP,9.827075958251953,19,1410,66,94,74.21052631578948,10.380036240522989,2,18,2,0,7,0,1.9334337172844782,143.48113375637445,74.21052631578948,11,8,810,600,1.375,0.5459486643473307,1.40423893614198,1.4066696166992188e-05,5.208842992782593,0.1111111111111111,0,1,0,0,1
10.0.2.4,10.0.2.5,41689,22,TCP,906.0201048851013,52,10902,66,1602,209.65384615384616,340.8777067318213,4,50,4,0,26,0,0.057393869870685135,12.032845564042487,209.65384615384616,26,26,5542,5360,1.0,17.765100095786302,125.043788550274,3.1948089599609375e-05,901.9543709754944,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,38222,21,TCP,0.007276058197021484,33,2611,66,124,79.12121212121212,14.747896769940544,2,32,2,0,23,0,4535.42276689167,358848.1467986106,79.12121212121212,15,18,1060,1551,0.8333333333333334,0.0002273768186569214,0.0002656415286210334,9.5367431640625e-07,0.0015010833740234375,0.0625,0,0,1,0,0
192.168.113.129,192.168.113.130,39633,6200,TCP,0.00028204917907714844,2,134,60,74,67.0,7.0,1,1,0,1,0,0,7090.961961115807,475094.45139475906,67.0,1,1,74,60,1.0,0.00028204917907714844,0.0,0.00028204917907714844,0.00028204917907714844,1.0,0,1,0,0,1
10.0.2.4,10.0.2.5,39005,22,TCP,1.6152238845825195,27,5517,66,1602,204.33333333333334,335.6039332308249,2,26,2,0,13,0,16.71594895154648,3415.6255690993307,204.33333333333334,13,14,2771,2746,0.9285714285714286,0.06212399556086613,0.2898807732864017,1.1920928955078125e-05,1.5107319355010986,0.07692307692307693,1,0,0,0,2
192.168.113.129,192.168.113.130,37538,21,TCP,0.006913900375366211,29,2289,66,124,78.93103448275862,14.954946210910446,2,28,2,0,19,0,4194.448636159867,331072.1699368944,78.93103448275862,13,16,916,1373,0.8125,0.0002469250134059361,0.00028835479302900975,2.1457672119140625e-06,0.0015099048614501953,0.07142857142857142,0,0,1,0,0
192.168.113.129,192.168.113.130,51102,21,TCP,0.006700038909912109,31,2435,66,124,78.54838709677419,14.546563078560625,2,30,2,0,21,0,4626.838801508789,363430.7252152872,78.54838709677419,14,17,987,1448,0.8235294117647058,0.00022333463033040365,0.00027257021575780526,1.9073486328125e-06,0.0014801025390625,0.06666666666666667,0,0,1,0,0
10.0.2.4,10.0.2.5,34529,22,TCP,2.0865490436553955,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,12.46076629689517,2612.447580168291,209.65384615384616,12,14,2705,2746,0.8571428571428571,0.08346196174621583,0.37939743436778467,2.9087066650390625e-05,1.9409279823303223,0.08,1,0,0,0,2
10.0.2.4,10.0.2.5,40975,22,TCP,1.8492991924285889,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,14.05937995671514,2947.6030824636246,209.65384615384616,13,13,2771,2680,1.0,0.07397196769714355,0.3422991034454876,1.1920928955078125e-05,1.7501749992370605,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,39665,6200,TCP,9.824270963668823,19,1406,66,92,74.0,10.042016991777992,2,18,2,0,7,0,1.9339857451269389,143.11494513939348,74.0,11,8,808,598,1.375,0.5457928313149346,1.403176431951961,1.4066696166992188e-05,5.205473899841309,0.1111111111111111,0,1,0,0,1
192.168.113.129,192.168.113.130,39389,21,TCP,9.840672016143799,19,1332,54,100,70.10526315789474,11.995151375022129,2,14,2,4,7,0,1.930762448827698,135.35660957044703,70.10526315789474,10,9,644,688,1.1111111111111112,0.5467040008968778,2.242800041151347,3.0994415283203125e-06,9.793935060501099,0.14285714285714285,0,0,1,0,1
10.0.2.4,10.0.2.5,39541,22,TCP,2.1098570823669434,26,5451,66,1602,209.65384615384616,340.87770673182126,2,25,2,0,13,0,12.323109568555182,2583.587317622858,209.65384615384616,13,13,2771,2680,1.0,0.08439428329467774,0.38725787037276743,0.0,1.9808640480041504,0.08,1,0,0,0,2
192.168.113.129,192.168.113.130,33633,6200,TCP,0.0003330707550048828,2,134,60,74,67.0,7.0,1,1,0,1,0,0,6004.730136005726,402316.9191123837,67.0,1,1,74,60,1.0,0.0003330707550048828,0.0,0.0003330707550048828,0.0003330707550048828,1.0,0,1,0,0,1
192.168.113.129,192.168.113.130,34617,21,TCP,9.831207036972046,19,1329,54,100,69.94736842105263,11.905211968804279,2,14,2,4,7,0,1.9326212873502753,135.18177320465873,69.94736842105263,10,9,641,688,1.1111111111111112,0.5461781687206693,2.2428934872051856,1.1920928955078125e-06,9.793818950653076,0.14285714285714285,0,0,1,0,1
192.168.113.129,192.168.113.130,60912,22,TCP,0.0069849491119384766,13,3264,66,1602,251.07692307692307,441.2615588441956,2,12,2,0,4,0,1861.1445540499028,467290.44803222176,251.07692307692307,6,7,1972,1292,0.8571428571428571,0.0005820790926615397,0.0010843279138156253,4.0531158447265625e-06,0.004128932952880859,0.16666666666666666,1,0,0,0,0
